id,filename,label,label_idx
23093,23093.png,dog,5
43827,43827.png,bird,2
12116,12116.png,ship,8
16308,16308.png,truck,9
10110,10110.png,frog,6
36376,36376.png,ship,8
1778,1778.png,bird,2
36833,36833.png,bird,2
22000,22000.png,truck,9
4840,4840.png,deer,4
32686,32686.png,cat,3
28792,28792.png,airplane,0
8019,8019.png,airplane,0
421,421.png,deer,4
10513,10513.png,bird,2
30108,30108.png,dog,5
19033,19033.png,deer,4
45811,45811.png,automobile,1
33872,33872.png,bird,2
27534,27534.png,airplane,0
6172,6172.png,truck,9
27406,27406.png,automobile,1
8910,8910.png,horse,7
611,611.png,ship,8
30319,30319.png,cat,3
29430,29430.png,automobile,1
46579,46579.png,deer,4
42758,42758.png,cat,3
24062,24062.png,bird,2
7341,7341.png,bird,2
1882,1882.png,deer,4
47432,47432.png,airplane,0
20843,20843.png,bird,2
18558,18558.png,truck,9
25498,25498.png,horse,7
6736,6736.png,airplane,0
21181,21181.png,automobile,1
28167,28167.png,truck,9
24736,24736.png,airplane,0
16059,16059.png,deer,4
37459,37459.png,horse,7
39371,39371.png,frog,6
16192,16192.png,airplane,0
28169,28169.png,horse,7
30080,30080.png,deer,4
25808,25808.png,airplane,0
36442,36442.png,bird,2
16150,16150.png,horse,7
30889,30889.png,airplane,0
43153,43153.png,horse,7
4878,4878.png,frog,6
15469,15469.png,bird,2
23056,23056.png,dog,5
40523,40523.png,deer,4
37282,37282.png,deer,4
20604,20604.png,dog,5
12786,12786.png,airplane,0
35656,35656.png,bird,2
44582,44582.png,dog,5
28527,28527.png,automobile,1
7113,7113.png,ship,8
39422,39422.png,horse,7
3634,3634.png,truck,9
4842,4842.png,bird,2
8571,8571.png,automobile,1
27022,27022.png,cat,3
7462,7462.png,truck,9
39500,39500.png,bird,2
10586,10586.png,ship,8
6757,6757.png,ship,8
32923,32923.png,frog,6
43227,43227.png,truck,9
9038,9038.png,ship,8
6476,6476.png,deer,4
8155,8155.png,dog,5
5117,5117.png,horse,7
17093,17093.png,bird,2
48,48.png,bird,2
17570,17570.png,horse,7
3385,3385.png,ship,8
13755,13755.png,frog,6
10590,10590.png,airplane,0
16505,16505.png,horse,7
10599,10599.png,horse,7
48571,48571.png,automobile,1
49407,49407.png,frog,6
38503,38503.png,bird,2
295,295.png,horse,7
21958,21958.png,dog,5
2056,2056.png,truck,9
13492,13492.png,truck,9
26061,26061.png,airplane,0
2915,2915.png,ship,8
31566,31566.png,ship,8
40175,40175.png,truck,9
19955,19955.png,ship,8
2595,2595.png,cat,3
40119,40119.png,automobile,1
15061,15061.png,frog,6
24995,24995.png,bird,2
20765,20765.png,automobile,1
3553,3553.png,cat,3
33294,33294.png,bird,2
40663,40663.png,dog,5
42085,42085.png,cat,3
34365,34365.png,automobile,1
8760,8760.png,airplane,0
24796,24796.png,airplane,0
31711,31711.png,dog,5
2797,2797.png,frog,6
48630,48630.png,cat,3
43154,43154.png,dog,5
49081,49081.png,automobile,1
43709,43709.png,airplane,0
29654,29654.png,airplane,0
22970,22970.png,deer,4
39696,39696.png,dog,5
43222,43222.png,dog,5
17459,17459.png,airplane,0
30829,30829.png,frog,6
2371,2371.png,horse,7
34697,34697.png,frog,6
12531,12531.png,deer,4
30864,30864.png,ship,8
27881,27881.png,cat,3
31680,31680.png,deer,4
34249,34249.png,ship,8
22750,22750.png,deer,4
964,964.png,bird,2
28275,28275.png,automobile,1
41178,41178.png,frog,6
4881,4881.png,bird,2
45154,45154.png,dog,5
18331,18331.png,frog,6
6666,6666.png,airplane,0
39350,39350.png,automobile,1
15171,15171.png,deer,4
10989,10989.png,horse,7
31981,31981.png,horse,7
48911,48911.png,dog,5
26650,26650.png,deer,4
21789,21789.png,deer,4
3333,3333.png,airplane,0
48481,48481.png,bird,2
2127,2127.png,bird,2
4100,4100.png,automobile,1
47919,47919.png,cat,3
19909,19909.png,dog,5
17887,17887.png,horse,7
10231,10231.png,dog,5
29983,29983.png,cat,3
42024,42024.png,cat,3
36623,36623.png,bird,2
15987,15987.png,frog,6
44351,44351.png,airplane,0
18177,18177.png,dog,5
34455,34455.png,airplane,0
13268,13268.png,horse,7
128,128.png,truck,9
21287,21287.png,dog,5
17127,17127.png,automobile,1
38254,38254.png,dog,5
12933,12933.png,ship,8
26214,26214.png,bird,2
45120,45120.png,bird,2
33446,33446.png,bird,2
33990,33990.png,dog,5
42492,42492.png,dog,5
7929,7929.png,cat,3
43623,43623.png,ship,8
803,803.png,bird,2
18220,18220.png,horse,7
36844,36844.png,deer,4
38624,38624.png,bird,2
30184,30184.png,automobile,1
10039,10039.png,truck,9
15158,15158.png,horse,7
4333,4333.png,automobile,1
18896,18896.png,frog,6
8757,8757.png,dog,5
19001,19001.png,frog,6
15531,15531.png,deer,4
46590,46590.png,bird,2
26730,26730.png,automobile,1
45333,45333.png,automobile,1
42117,42117.png,automobile,1
2946,2946.png,dog,5
22373,22373.png,automobile,1
43622,43622.png,deer,4
2974,2974.png,horse,7
29718,29718.png,airplane,0
34406,34406.png,ship,8
42421,42421.png,truck,9
23818,23818.png,deer,4
14341,14341.png,cat,3
40592,40592.png,deer,4
13331,13331.png,cat,3
6103,6103.png,dog,5
31666,31666.png,automobile,1
12807,12807.png,ship,8
28119,28119.png,horse,7
40621,40621.png,dog,5
24978,24978.png,bird,2
17353,17353.png,airplane,0
15161,15161.png,bird,2
33427,33427.png,automobile,1
44872,44872.png,truck,9
44129,44129.png,frog,6
37237,37237.png,cat,3
43190,43190.png,dog,5
2203,2203.png,bird,2
37039,37039.png,cat,3
12165,12165.png,automobile,1
47099,47099.png,cat,3
25856,25856.png,ship,8
5649,5649.png,ship,8
33717,33717.png,ship,8
21696,21696.png,horse,7
10063,10063.png,deer,4
49393,49393.png,automobile,1
21157,21157.png,cat,3
16843,16843.png,deer,4
28007,28007.png,ship,8
38592,38592.png,airplane,0
47287,47287.png,horse,7
47308,47308.png,truck,9
34594,34594.png,cat,3
15050,15050.png,ship,8
27350,27350.png,dog,5
11221,11221.png,bird,2
10138,10138.png,cat,3
36889,36889.png,truck,9
20068,20068.png,cat,3
5562,5562.png,dog,5
22046,22046.png,bird,2
47208,47208.png,airplane,0
23986,23986.png,deer,4
3416,3416.png,automobile,1
3770,3770.png,bird,2
33647,33647.png,automobile,1
4532,4532.png,cat,3
28445,28445.png,airplane,0
28336,28336.png,automobile,1
4449,4449.png,dog,5
3896,3896.png,truck,9
27927,27927.png,frog,6
33198,33198.png,deer,4
44837,44837.png,truck,9
45988,45988.png,deer,4
18041,18041.png,bird,2
8314,8314.png,airplane,0
43859,43859.png,ship,8
37926,37926.png,bird,2
28564,28564.png,cat,3
37715,37715.png,frog,6
14946,14946.png,airplane,0
8727,8727.png,bird,2
26824,26824.png,deer,4
37559,37559.png,airplane,0
34105,34105.png,ship,8
25712,25712.png,horse,7
14845,14845.png,automobile,1
3444,3444.png,airplane,0
47397,47397.png,frog,6
18271,18271.png,frog,6
44563,44563.png,cat,3
6700,6700.png,horse,7
46745,46745.png,truck,9
523,523.png,bird,2
22930,22930.png,cat,3
29686,29686.png,cat,3
8881,8881.png,cat,3
16070,16070.png,frog,6
44711,44711.png,truck,9
25796,25796.png,frog,6
25820,25820.png,frog,6
6823,6823.png,horse,7
23895,23895.png,truck,9
41985,41985.png,automobile,1
26378,26378.png,dog,5
40971,40971.png,truck,9
22983,22983.png,automobile,1
3620,3620.png,dog,5
36609,36609.png,horse,7
25038,25038.png,airplane,0
11788,11788.png,automobile,1
23716,23716.png,cat,3
5290,5290.png,deer,4
38442,38442.png,ship,8
3700,3700.png,horse,7
41765,41765.png,bird,2
9513,9513.png,airplane,0
7783,7783.png,airplane,0
1054,1054.png,frog,6
18975,18975.png,frog,6
26997,26997.png,dog,5
3575,3575.png,airplane,0
37729,37729.png,airplane,0
32691,32691.png,frog,6
35393,35393.png,horse,7
45150,45150.png,frog,6
14646,14646.png,deer,4
19522,19522.png,deer,4
3374,3374.png,cat,3
2806,2806.png,ship,8
34758,34758.png,dog,5
12207,12207.png,ship,8
31705,31705.png,bird,2
31040,31040.png,truck,9
33762,33762.png,ship,8
18632,18632.png,ship,8
4931,4931.png,bird,2
1327,1327.png,truck,9
440,440.png,airplane,0
47717,47717.png,deer,4
49524,49524.png,dog,5
1130,1130.png,bird,2
1041,1041.png,bird,2
42143,42143.png,deer,4
26518,26518.png,frog,6
49034,49034.png,dog,5
25527,25527.png,frog,6
40140,40140.png,ship,8
39815,39815.png,frog,6
17644,17644.png,horse,7
19105,19105.png,airplane,0
40244,40244.png,horse,7
32422,32422.png,ship,8
17744,17744.png,airplane,0
24194,24194.png,cat,3
19066,19066.png,airplane,0
26249,26249.png,automobile,1
2642,2642.png,bird,2
36945,36945.png,dog,5
49488,49488.png,automobile,1
3344,3344.png,horse,7
2354,2354.png,cat,3
10812,10812.png,airplane,0
45456,45456.png,automobile,1
27898,27898.png,deer,4
22334,22334.png,truck,9
36769,36769.png,frog,6
6020,6020.png,bird,2
13802,13802.png,airplane,0
45537,45537.png,ship,8
14979,14979.png,automobile,1
35962,35962.png,truck,9
12124,12124.png,automobile,1
29643,29643.png,truck,9
47288,47288.png,deer,4
35777,35777.png,horse,7
10712,10712.png,automobile,1
18946,18946.png,dog,5
17900,17900.png,ship,8
24773,24773.png,bird,2
49730,49730.png,dog,5
30308,30308.png,deer,4
47433,47433.png,bird,2
24397,24397.png,deer,4
35537,35537.png,ship,8
30257,30257.png,deer,4
2830,2830.png,truck,9
13375,13375.png,automobile,1
21796,21796.png,automobile,1
16529,16529.png,cat,3
21168,21168.png,bird,2
24682,24682.png,airplane,0
34054,34054.png,bird,2
38922,38922.png,airplane,0
16886,16886.png,truck,9
11879,11879.png,deer,4
15696,15696.png,bird,2
35162,35162.png,bird,2
27651,27651.png,automobile,1
30594,30594.png,deer,4
42882,42882.png,frog,6
28094,28094.png,dog,5
24550,24550.png,airplane,0
14747,14747.png,frog,6
46705,46705.png,ship,8
40890,40890.png,dog,5
5380,5380.png,dog,5
49095,49095.png,frog,6
7327,7327.png,automobile,1
18116,18116.png,deer,4
40134,40134.png,bird,2
38585,38585.png,deer,4
1091,1091.png,automobile,1
25826,25826.png,cat,3
34817,34817.png,deer,4
27414,27414.png,cat,3
39994,39994.png,truck,9
4677,4677.png,horse,7
40539,40539.png,dog,5
48442,48442.png,automobile,1
21773,21773.png,deer,4
15969,15969.png,dog,5
21509,21509.png,horse,7
3944,3944.png,frog,6
32711,32711.png,frog,6
9234,9234.png,frog,6
29357,29357.png,truck,9
16656,16656.png,truck,9
11492,11492.png,dog,5
9438,9438.png,bird,2
9645,9645.png,ship,8
49798,49798.png,dog,5
45225,45225.png,horse,7
6096,6096.png,frog,6
16709,16709.png,truck,9
8706,8706.png,deer,4
10901,10901.png,deer,4
39295,39295.png,cat,3
31860,31860.png,frog,6
32955,32955.png,airplane,0
7399,7399.png,dog,5
33457,33457.png,ship,8
40026,40026.png,horse,7
49402,49402.png,automobile,1
38140,38140.png,truck,9
19709,19709.png,dog,5
31920,31920.png,ship,8
9976,9976.png,ship,8
46960,46960.png,truck,9
30654,30654.png,cat,3
1599,1599.png,airplane,0
38892,38892.png,cat,3
33406,33406.png,frog,6
14419,14419.png,deer,4
43822,43822.png,truck,9
39066,39066.png,truck,9
31339,31339.png,automobile,1
1647,1647.png,frog,6
39560,39560.png,frog,6
49013,49013.png,truck,9
44606,44606.png,truck,9
31491,31491.png,truck,9
33513,33513.png,deer,4
24485,24485.png,automobile,1
37692,37692.png,deer,4
36508,36508.png,truck,9
13811,13811.png,ship,8
19770,19770.png,automobile,1
42074,42074.png,airplane,0
17390,17390.png,frog,6
17769,17769.png,cat,3
37405,37405.png,frog,6
49105,49105.png,bird,2
24474,24474.png,dog,5
32272,32272.png,ship,8
13619,13619.png,dog,5
1649,1649.png,truck,9
6976,6976.png,ship,8
12202,12202.png,ship,8
3781,3781.png,frog,6
43267,43267.png,airplane,0
49144,49144.png,cat,3
31230,31230.png,bird,2
10095,10095.png,horse,7
44489,44489.png,automobile,1
31892,31892.png,frog,6
32576,32576.png,truck,9
42477,42477.png,airplane,0
44431,44431.png,airplane,0
30562,30562.png,deer,4
31810,31810.png,bird,2
2997,2997.png,airplane,0
5578,5578.png,horse,7
13732,13732.png,ship,8
23292,23292.png,truck,9
25245,25245.png,airplane,0
2229,2229.png,horse,7
9025,9025.png,cat,3
7447,7447.png,dog,5
40038,40038.png,truck,9
6775,6775.png,bird,2
40299,40299.png,frog,6
30754,30754.png,cat,3
38851,38851.png,ship,8
40334,40334.png,bird,2
29796,29796.png,dog,5
24816,24816.png,horse,7
43542,43542.png,bird,2
34722,34722.png,automobile,1
38565,38565.png,dog,5
27283,27283.png,deer,4
48868,48868.png,cat,3
22781,22781.png,bird,2
11710,11710.png,airplane,0
34921,34921.png,frog,6
26438,26438.png,ship,8
14957,14957.png,deer,4
13014,13014.png,cat,3
33429,33429.png,cat,3
18509,18509.png,airplane,0
26430,26430.png,frog,6
12710,12710.png,truck,9
31589,31589.png,deer,4
24828,24828.png,deer,4
29781,29781.png,cat,3
27747,27747.png,bird,2
17558,17558.png,cat,3
46061,46061.png,automobile,1
14351,14351.png,airplane,0
46083,46083.png,bird,2
1078,1078.png,bird,2
28171,28171.png,deer,4
2265,2265.png,airplane,0
26847,26847.png,airplane,0
3712,3712.png,horse,7
23019,23019.png,cat,3
10355,10355.png,ship,8
16665,16665.png,truck,9
20396,20396.png,ship,8
11972,11972.png,automobile,1
11019,11019.png,airplane,0
14103,14103.png,horse,7
39411,39411.png,cat,3
30337,30337.png,frog,6
30877,30877.png,horse,7
35816,35816.png,horse,7
42435,42435.png,deer,4
8809,8809.png,cat,3
47004,47004.png,horse,7
26254,26254.png,cat,3
48946,48946.png,deer,4
20456,20456.png,ship,8
44757,44757.png,dog,5
35950,35950.png,dog,5
14607,14607.png,ship,8
19326,19326.png,horse,7
49307,49307.png,cat,3
37592,37592.png,deer,4
24675,24675.png,deer,4
21877,21877.png,horse,7
3784,3784.png,frog,6
17196,17196.png,cat,3
1392,1392.png,ship,8
10460,10460.png,horse,7
1359,1359.png,cat,3
35368,35368.png,ship,8
12753,12753.png,bird,2
24892,24892.png,automobile,1
12527,12527.png,frog,6
14835,14835.png,bird,2
8784,8784.png,truck,9
177,177.png,automobile,1
38639,38639.png,bird,2
376,376.png,automobile,1
31599,31599.png,frog,6
5745,5745.png,cat,3
31528,31528.png,cat,3
18234,18234.png,cat,3
26195,26195.png,dog,5
46096,46096.png,dog,5
22010,22010.png,truck,9
1913,1913.png,truck,9
36825,36825.png,horse,7
10094,10094.png,bird,2
13954,13954.png,cat,3
22860,22860.png,automobile,1
39042,39042.png,truck,9
4208,4208.png,ship,8
32617,32617.png,frog,6
27715,27715.png,cat,3
40143,40143.png,frog,6
35208,35208.png,automobile,1
34846,34846.png,automobile,1
42760,42760.png,airplane,0
34945,34945.png,airplane,0
40116,40116.png,bird,2
4187,4187.png,bird,2
47670,47670.png,ship,8
32652,32652.png,ship,8
44292,44292.png,deer,4
37265,37265.png,automobile,1
36822,36822.png,frog,6
15967,15967.png,automobile,1
45545,45545.png,dog,5
37463,37463.png,dog,5
33489,33489.png,frog,6
31827,31827.png,frog,6
33642,33642.png,ship,8
27420,27420.png,automobile,1
31949,31949.png,frog,6
43816,43816.png,truck,9
7757,7757.png,horse,7
19380,19380.png,ship,8
48910,48910.png,cat,3
20243,20243.png,airplane,0
45092,45092.png,cat,3
2824,2824.png,horse,7
47452,47452.png,frog,6
19798,19798.png,deer,4
25168,25168.png,airplane,0
5703,5703.png,airplane,0
40085,40085.png,bird,2
38332,38332.png,truck,9
46622,46622.png,dog,5
18318,18318.png,dog,5
31163,31163.png,truck,9
39849,39849.png,automobile,1
49877,49877.png,ship,8
7465,7465.png,airplane,0
4078,4078.png,frog,6
29044,29044.png,truck,9
46540,46540.png,frog,6
14974,14974.png,frog,6
45861,45861.png,truck,9
11855,11855.png,dog,5
23457,23457.png,horse,7
574,574.png,dog,5
22892,22892.png,cat,3
27192,27192.png,bird,2
39658,39658.png,frog,6
839,839.png,frog,6
18959,18959.png,dog,5
16016,16016.png,airplane,0
41192,41192.png,deer,4
29236,29236.png,cat,3
29601,29601.png,ship,8
46307,46307.png,frog,6
1300,1300.png,deer,4
38740,38740.png,dog,5
31742,31742.png,bird,2
18861,18861.png,truck,9
43068,43068.png,truck,9
26122,26122.png,truck,9
27608,27608.png,automobile,1
11389,11389.png,truck,9
46768,46768.png,dog,5
16303,16303.png,truck,9
31168,31168.png,deer,4
804,804.png,bird,2
33663,33663.png,airplane,0
14764,14764.png,dog,5
43377,43377.png,truck,9
45718,45718.png,ship,8
28039,28039.png,automobile,1
5237,5237.png,automobile,1
35946,35946.png,automobile,1
12326,12326.png,airplane,0
15599,15599.png,bird,2
17283,17283.png,frog,6
30924,30924.png,automobile,1
42114,42114.png,automobile,1
16716,16716.png,bird,2
11982,11982.png,frog,6
48733,48733.png,horse,7
36494,36494.png,frog,6
20003,20003.png,airplane,0
12870,12870.png,horse,7
46153,46153.png,ship,8
19196,19196.png,ship,8
18576,18576.png,dog,5
12378,12378.png,cat,3
35133,35133.png,airplane,0
17403,17403.png,deer,4
24298,24298.png,automobile,1
44814,44814.png,dog,5
47186,47186.png,horse,7
42678,42678.png,ship,8
32336,32336.png,horse,7
5809,5809.png,dog,5
8482,8482.png,horse,7
27796,27796.png,bird,2
12009,12009.png,truck,9
40332,40332.png,dog,5
20393,20393.png,horse,7
38300,38300.png,airplane,0
19919,19919.png,bird,2
28576,28576.png,dog,5
34979,34979.png,cat,3
35839,35839.png,frog,6
28644,28644.png,automobile,1
26387,26387.png,bird,2
2032,2032.png,ship,8
20056,20056.png,bird,2
10117,10117.png,deer,4
9713,9713.png,bird,2
45139,45139.png,ship,8
6958,6958.png,dog,5
21333,21333.png,bird,2
8895,8895.png,dog,5
18008,18008.png,automobile,1
25624,25624.png,truck,9
47976,47976.png,deer,4
18797,18797.png,truck,9
31294,31294.png,bird,2
36732,36732.png,deer,4
49891,49891.png,dog,5
358,358.png,truck,9
30252,30252.png,bird,2
39288,39288.png,cat,3
36162,36162.png,cat,3
45614,45614.png,automobile,1
15735,15735.png,deer,4
37007,37007.png,dog,5
36543,36543.png,automobile,1
17214,17214.png,truck,9
46143,46143.png,ship,8
22451,22451.png,automobile,1
35658,35658.png,truck,9
46661,46661.png,deer,4
10499,10499.png,bird,2
35473,35473.png,cat,3
17595,17595.png,deer,4
42556,42556.png,horse,7
11989,11989.png,dog,5
11983,11983.png,deer,4
26057,26057.png,horse,7
19122,19122.png,horse,7
16877,16877.png,horse,7
21673,21673.png,cat,3
17696,17696.png,bird,2
47416,47416.png,deer,4
1478,1478.png,airplane,0
1474,1474.png,airplane,0
19061,19061.png,cat,3
48669,48669.png,ship,8
34390,34390.png,dog,5
29764,29764.png,automobile,1
23029,23029.png,truck,9
39720,39720.png,airplane,0
32887,32887.png,automobile,1
16838,16838.png,cat,3
6049,6049.png,dog,5
32325,32325.png,dog,5
19555,19555.png,airplane,0
29395,29395.png,automobile,1
3914,3914.png,deer,4
22307,22307.png,automobile,1
17950,17950.png,bird,2
29314,29314.png,cat,3
15007,15007.png,dog,5
45842,45842.png,truck,9
14578,14578.png,horse,7
40710,40710.png,horse,7
20986,20986.png,airplane,0
48086,48086.png,cat,3
34426,34426.png,deer,4
21762,21762.png,airplane,0
10873,10873.png,airplane,0
28939,28939.png,automobile,1
13135,13135.png,deer,4
45964,45964.png,dog,5
29322,29322.png,dog,5
33831,33831.png,truck,9
26050,26050.png,airplane,0
15344,15344.png,frog,6
9045,9045.png,horse,7
13557,13557.png,bird,2
20232,20232.png,truck,9
40289,40289.png,bird,2
26141,26141.png,ship,8
4006,4006.png,truck,9
14620,14620.png,bird,2
3915,3915.png,horse,7
33105,33105.png,ship,8
44047,44047.png,dog,5
8191,8191.png,airplane,0
31706,31706.png,bird,2
44162,44162.png,bird,2
31780,31780.png,horse,7
10133,10133.png,horse,7
9301,9301.png,cat,3
17902,17902.png,automobile,1
24113,24113.png,cat,3
2939,2939.png,bird,2
45926,45926.png,frog,6
36140,36140.png,dog,5
16314,16314.png,airplane,0
37131,37131.png,airplane,0
6959,6959.png,dog,5
28824,28824.png,deer,4
13595,13595.png,airplane,0
13978,13978.png,horse,7
32925,32925.png,dog,5
38674,38674.png,cat,3
4810,4810.png,horse,7
48032,48032.png,truck,9
14344,14344.png,airplane,0
38990,38990.png,bird,2
7313,7313.png,automobile,1
9028,9028.png,truck,9
21667,21667.png,deer,4
42577,42577.png,airplane,0
28417,28417.png,frog,6
27508,27508.png,ship,8
33227,33227.png,deer,4
47725,47725.png,horse,7
27879,27879.png,bird,2
6352,6352.png,cat,3
9425,9425.png,bird,2
16899,16899.png,ship,8
29499,29499.png,cat,3
45818,45818.png,horse,7
32035,32035.png,ship,8
33550,33550.png,ship,8
5108,5108.png,cat,3
1348,1348.png,deer,4
21594,21594.png,automobile,1
1628,1628.png,frog,6
34456,34456.png,ship,8
34439,34439.png,horse,7
2414,2414.png,airplane,0
43729,43729.png,automobile,1
3661,3661.png,dog,5
15254,15254.png,deer,4
1504,1504.png,dog,5
566,566.png,automobile,1
13842,13842.png,airplane,0
48774,48774.png,horse,7
21375,21375.png,ship,8
32513,32513.png,ship,8
22450,22450.png,airplane,0
17938,17938.png,deer,4
40029,40029.png,deer,4
24274,24274.png,truck,9
30909,30909.png,frog,6
26134,26134.png,horse,7
6022,6022.png,deer,4
1074,1074.png,truck,9
21348,21348.png,cat,3
31101,31101.png,automobile,1
4499,4499.png,airplane,0
15022,15022.png,deer,4
9033,9033.png,ship,8
16498,16498.png,airplane,0
19269,19269.png,frog,6
30275,30275.png,horse,7
11302,11302.png,automobile,1
7054,7054.png,airplane,0
38203,38203.png,dog,5
27341,27341.png,truck,9
44426,44426.png,automobile,1
16968,16968.png,deer,4
7330,7330.png,ship,8
19254,19254.png,ship,8
42007,42007.png,ship,8
857,857.png,deer,4
15020,15020.png,dog,5
25202,25202.png,automobile,1
40441,40441.png,horse,7
31540,31540.png,automobile,1
2088,2088.png,bird,2
3664,3664.png,bird,2
8486,8486.png,bird,2
43938,43938.png,frog,6
10746,10746.png,cat,3
40041,40041.png,truck,9
4175,4175.png,cat,3
1701,1701.png,cat,3
37608,37608.png,truck,9
10127,10127.png,cat,3
19746,19746.png,automobile,1
423,423.png,horse,7
13019,13019.png,frog,6
21949,21949.png,cat,3
18876,18876.png,deer,4
43289,43289.png,airplane,0
47963,47963.png,frog,6
46149,46149.png,airplane,0
950,950.png,cat,3
13157,13157.png,automobile,1
3362,3362.png,airplane,0
43602,43602.png,frog,6
13395,13395.png,horse,7
28238,28238.png,cat,3
16564,16564.png,automobile,1
35480,35480.png,cat,3
23449,23449.png,dog,5
22975,22975.png,bird,2
27558,27558.png,bird,2
26749,26749.png,frog,6
37602,37602.png,horse,7
42069,42069.png,ship,8
11902,11902.png,truck,9
4880,4880.png,ship,8
17430,17430.png,truck,9
14110,14110.png,horse,7
11508,11508.png,dog,5
33398,33398.png,horse,7
13941,13941.png,automobile,1
6055,6055.png,airplane,0
14970,14970.png,ship,8
10914,10914.png,deer,4
1642,1642.png,bird,2
35212,35212.png,ship,8
24208,24208.png,horse,7
19610,19610.png,automobile,1
19338,19338.png,bird,2
12512,12512.png,deer,4
32279,32279.png,bird,2
44725,44725.png,ship,8
20291,20291.png,ship,8
34308,34308.png,bird,2
46209,46209.png,frog,6
35084,35084.png,cat,3
21198,21198.png,deer,4
10744,10744.png,truck,9
21182,21182.png,automobile,1
16573,16573.png,ship,8
722,722.png,frog,6
49042,49042.png,frog,6
18821,18821.png,frog,6
24037,24037.png,cat,3
4468,4468.png,dog,5
25745,25745.png,ship,8
18145,18145.png,horse,7
18250,18250.png,airplane,0
31830,31830.png,truck,9
1777,1777.png,horse,7
44097,44097.png,frog,6
20681,20681.png,automobile,1
10973,10973.png,truck,9
42985,42985.png,airplane,0
31315,31315.png,ship,8
26255,26255.png,ship,8
26429,26429.png,frog,6
45135,45135.png,dog,5
22167,22167.png,truck,9
44896,44896.png,truck,9
24096,24096.png,ship,8
31433,31433.png,horse,7
37012,37012.png,dog,5
1110,1110.png,cat,3
970,970.png,cat,3
22645,22645.png,ship,8
38165,38165.png,ship,8
4663,4663.png,dog,5
24025,24025.png,automobile,1
41410,41410.png,truck,9
6273,6273.png,automobile,1
38443,38443.png,cat,3
4812,4812.png,bird,2
48573,48573.png,cat,3
31767,31767.png,bird,2
11173,11173.png,truck,9
19126,19126.png,automobile,1
29402,29402.png,truck,9
42468,42468.png,ship,8
36199,36199.png,truck,9
24268,24268.png,horse,7
47945,47945.png,truck,9
49812,49812.png,horse,7
34839,34839.png,dog,5
19991,19991.png,deer,4
35463,35463.png,horse,7
33634,33634.png,cat,3
18538,18538.png,horse,7
43117,43117.png,bird,2
40491,40491.png,dog,5
65,65.png,automobile,1
14837,14837.png,automobile,1
24791,24791.png,deer,4
